login,time,total_pnl,by_symbol,num_positions
183459647,2025-07-25T23:59:06.834679,5.63,"{'GBPCADc': 11.34, 'EURUSDc': 3.73, 'AUDJPYc': 0.22, 'EURNZDc': -1.87, 'USDCHFc': -5.98}",5
263006287,2025-07-25T23:59:06.850470,12.01,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.5, 'EURCADc': -3.92, 'AUDCHFc': 4.79, 'EURUSDc': 3.84}",5
183459647,2025-07-25T23:59:11.841828,5.67,"{'GBPCADc': 11.37, 'EURUSDc': 3.73, 'AUDJPYc': 0.22, 'EURNZDc': -1.86, 'USDCHFc': -5.98}",5
263006287,2025-07-25T23:59:11.857672,11.96,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.44, 'EURCADc': -3.92, 'AUDCHFc': 4.79, 'EURUSDc': 3.84}",5
183459647,2025-07-25T23:59:16.857538,5.71,"{'GBPCADc': 11.46, 'EURUSDc': 3.77, 'AUDJPYc': 0.19, 'EURNZDc': -1.92, 'USDCHFc': -5.98}",5
263006287,2025-07-25T23:59:16.872738,11.86,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.34, 'EURCADc': -3.94, 'AUDCHFc': 4.76, 'EURUSDc': 3.88}",5
183459647,2025-07-25T23:59:21.870462,5.76,"{'GBPCADc': 11.47, 'EURUSDc': 3.77, 'AUDJPYc': 0.2, 'EURNZDc': -1.91, 'USDCHFc': -5.96}",5
263006287,2025-07-25T23:59:21.884979,12.04,"{'NZDUSDc': 0.86, 'GBPJPYc': 6.43, 'EURCADc': -3.89, 'AUDCHFc': 4.78, 'EURUSDc': 3.88}",5
183459647,2025-07-25T23:59:26.889372,5.79,"{'GBPCADc': 11.47, 'EURUSDc': 3.78, 'AUDJPYc': 0.21, 'EURNZDc': -1.9, 'USDCHFc': -5.96}",5
263006287,2025-07-25T23:59:26.904358,12.06,"{'NZDUSDc': 0.86, 'GBPJPYc': 6.42, 'EURCADc': -3.87, 'AUDCHFc': 4.78, 'EURUSDc': 3.89}",5
183459647,2025-07-25T23:59:31.909535,5.78,"{'GBPCADc': 11.45, 'EURUSDc': 3.77, 'AUDJPYc': 0.21, 'EURNZDc': -1.91, 'USDCHFc': -5.93}",5
263006287,2025-07-25T23:59:31.935505,12.04,"{'NZDUSDc': 0.86, 'GBPJPYc': 6.42, 'EURCADc': -3.89, 'AUDCHFc': 4.79, 'EURUSDc': 3.88}",5
183459647,2025-07-25T23:59:36.935475,5.77,"{'GBPCADc': 11.45, 'EURUSDc': 3.78, 'AUDJPYc': 0.21, 'EURNZDc': -1.93, 'USDCHFc': -5.93}",5
263006287,2025-07-25T23:59:36.950834,12.06,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.42, 'EURCADc': -3.89, 'AUDCHFc': 4.79, 'EURUSDc': 3.89}",5
183459647,2025-07-25T23:59:41.948560,5.77,"{'GBPCADc': 11.45, 'EURUSDc': 3.78, 'AUDJPYc': 0.2, 'EURNZDc': -1.94, 'USDCHFc': -5.91}",5
263006287,2025-07-25T23:59:41.963821,12.05,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.42, 'EURCADc': -3.89, 'AUDCHFc': 4.78, 'EURUSDc': 3.89}",5
183459647,2025-07-25T23:59:46.966550,5.67,"{'GBPCADc': 11.45, 'EURUSDc': 3.75, 'AUDJPYc': 0.2, 'EURNZDc': -1.99, 'USDCHFc': -5.93}",5
263006287,2025-07-25T23:59:46.982393,12.02,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.44, 'EURCADc': -3.89, 'AUDCHFc': 4.76, 'EURUSDc': 3.86}",5
183459647,2025-07-25T23:59:51.979484,5.72,"{'GBPCADc': 11.41, 'EURUSDc': 3.79, 'AUDJPYc': 0.18, 'EURNZDc': -1.92, 'USDCHFc': -5.93}",5
263006287,2025-07-25T23:59:51.996186,12.11,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.47, 'EURCADc': -3.87, 'AUDCHFc': 4.75, 'EURUSDc': 3.9}",5
183459647,2025-07-25T23:59:57.006357,5.71,"{'GBPCADc': 11.39, 'EURUSDc': 3.78, 'AUDJPYc': 0.2, 'EURNZDc': -1.92, 'USDCHFc': -5.93}",5
263006287,2025-07-25T23:59:57.022157,12.19,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.51, 'EURCADc': -3.84, 'AUDCHFc': 4.78, 'EURUSDc': 3.89}",5
263006287,2025-07-26T00:00:11.827932,12.07,"{'NZDUSDc': 0.89, 'GBPJPYc': 6.43, 'EURCADc': -3.86, 'AUDCHFc': 4.74, 'EURUSDc': 3.89}",5
183459647,2025-07-26T00:00:11.846112,5.63,"{'GBPCADc': 11.4, 'EURUSDc': 3.78, 'AUDJPYc': 0.15, 'EURNZDc': -1.96, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:00:16.850276,12.03,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.4, 'EURCADc': -3.87, 'AUDCHFc': 4.76, 'EURUSDc': 3.89}",5
183459647,2025-07-26T00:00:16.864622,5.65,"{'GBPCADc': 11.4, 'EURUSDc': 3.78, 'AUDJPYc': 0.17, 'EURNZDc': -1.94, 'USDCHFc': -5.95}",5
263006287,2025-07-26T00:00:21.872335,12.1,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.61, 'EURCADc': -3.92, 'AUDCHFc': 4.81, 'EURUSDc': 3.8}",5
183459647,2025-07-26T00:00:21.883601,5.46,"{'GBPCADc': 11.23, 'EURUSDc': 3.69, 'AUDJPYc': 0.21, 'EURNZDc': -1.93, 'USDCHFc': -5.93}",5
183459647,2025-07-26T00:00:26.891810,5.55,"{'GBPCADc': 11.31, 'EURUSDc': 3.7, 'AUDJPYc': 0.21, 'EURNZDc': -1.93, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:00:26.891810,12.0,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.48, 'EURCADc': -3.91, 'AUDCHFc': 4.81, 'EURUSDc': 3.81}",5
263006287,2025-07-26T00:00:31.918373,12.08,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.52, 'EURCADc': -3.91, 'AUDCHFc': 4.81, 'EURUSDc': 3.81}",5
183459647,2025-07-26T00:00:31.918373,5.5,"{'GBPCADc': 11.31, 'EURUSDc': 3.7, 'AUDJPYc': 0.2, 'EURNZDc': -2.0, 'USDCHFc': -5.9}",5
183459647,2025-07-26T00:00:36.945530,5.5,"{'GBPCADc': 11.34, 'EURUSDc': 3.7, 'AUDJPYc': 0.19, 'EURNZDc': -1.99, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:00:36.945530,12.02,"{'NZDUSDc': 0.86, 'GBPJPYc': 6.48, 'EURCADc': -3.9, 'AUDCHFc': 4.79, 'EURUSDc': 3.81}",5
183459647,2025-07-26T00:00:41.967381,5.4,"{'GBPCADc': 11.29, 'EURUSDc': 3.7, 'AUDJPYc': 0.18, 'EURNZDc': -2.0, 'USDCHFc': -5.96}",5
263006287,2025-07-26T00:00:41.983155,12.02,"{'NZDUSDc': 0.86, 'GBPJPYc': 6.52, 'EURCADc': -3.95, 'AUDCHFc': 4.78, 'EURUSDc': 3.83}",5
183459647,2025-07-26T00:00:46.987240,5.52,"{'GBPCADc': 11.31, 'EURUSDc': 3.79, 'AUDJPYc': 0.14, 'EURNZDc': -1.99, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:00:47.003664,12.03,"{'NZDUSDc': 0.91, 'GBPJPYc': 6.44, 'EURCADc': -3.91, 'AUDCHFc': 4.71, 'EURUSDc': 3.9}",5
183459647,2025-07-26T00:00:52.003390,5.54,"{'GBPCADc': 11.3, 'EURUSDc': 3.79, 'AUDJPYc': 0.16, 'EURNZDc': -1.98, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:00:52.018443,12.12,"{'NZDUSDc': 0.91, 'GBPJPYc': 6.48, 'EURCADc': -3.89, 'AUDCHFc': 4.74, 'EURUSDc': 3.9}",5
183459647,2025-07-26T00:00:57.020671,5.54,"{'GBPCADc': 11.28, 'EURUSDc': 3.76, 'AUDJPYc': 0.19, 'EURNZDc': -1.96, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:00:57.034980,12.06,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.5, 'EURCADc': -3.92, 'AUDCHFc': 4.76, 'EURUSDc': 3.87}",5
183459647,2025-07-26T00:01:02.044006,5.47,"{'GBPCADc': 11.3, 'EURUSDc': 3.72, 'AUDJPYc': 0.18, 'EURNZDc': -1.97, 'USDCHFc': -5.95}",5
263006287,2025-07-26T00:01:02.044006,11.95,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.46, 'EURCADc': -3.94, 'AUDCHFc': 4.75, 'EURUSDc': 3.83}",5
183459647,2025-07-26T00:01:07.061052,5.43,"{'GBPCADc': 11.25, 'EURUSDc': 3.72, 'AUDJPYc': 0.18, 'EURNZDc': -1.96, 'USDCHFc': -5.95}",5
263006287,2025-07-26T00:01:07.077611,11.94,"{'NZDUSDc': 0.87, 'GBPJPYc': 6.46, 'EURCADc': -3.95, 'AUDCHFc': 4.75, 'EURUSDc': 3.83}",5
183459647,2025-07-26T00:01:12.079929,5.43,"{'GBPCADc': 11.28, 'EURUSDc': 3.67, 'AUDJPYc': 0.18, 'EURNZDc': -1.93, 'USDCHFc': -5.96}",5
263006287,2025-07-26T00:01:12.095312,11.91,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.47, 'EURCADc': -3.93, 'AUDCHFc': 4.78, 'EURUSDc': 3.78}",5
183459647,2025-07-26T00:01:17.097805,5.31,"{'GBPCADc': 11.28, 'EURUSDc': 3.64, 'AUDJPYc': 0.18, 'EURNZDc': -1.94, 'USDCHFc': -6.04}",5
263006287,2025-07-26T00:01:17.112176,11.82,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.48, 'EURCADc': -3.94, 'AUDCHFc': 4.73, 'EURUSDc': 3.75}",5
263006287,2025-07-26T00:01:22.125210,11.84,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.46, 'EURCADc': -3.93, 'AUDCHFc': 4.73, 'EURUSDc': 3.78}",5
183459647,2025-07-26T00:01:22.140204,5.36,"{'GBPCADc': 11.3, 'EURUSDc': 3.67, 'AUDJPYc': 0.18, 'EURNZDc': -1.94, 'USDCHFc': -6.04}",5
263006287,2025-07-26T00:01:27.150149,11.88,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.48, 'EURCADc': -3.92, 'AUDCHFc': 4.73, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:01:27.150149,5.39,"{'GBPCADc': 11.31, 'EURUSDc': 3.68, 'AUDJPYc': 0.18, 'EURNZDc': -1.93, 'USDCHFc': -6.04}",5
263006287,2025-07-26T00:01:32.164067,11.87,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.46, 'EURCADc': -3.91, 'AUDCHFc': 4.73, 'EURUSDc': 3.78}",5
183459647,2025-07-26T00:01:32.179366,5.38,"{'GBPCADc': 11.31, 'EURUSDc': 3.67, 'AUDJPYc': 0.18, 'EURNZDc': -1.93, 'USDCHFc': -6.04}",5
183459647,2025-07-26T00:01:37.192221,5.32,"{'GBPCADc': 11.26, 'EURUSDc': 3.68, 'AUDJPYc': 0.17, 'EURNZDc': -2.0, 'USDCHFc': -5.98}",5
263006287,2025-07-26T00:01:37.192221,11.87,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.48, 'EURCADc': -3.98, 'AUDCHFc': 4.75, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:01:42.209402,5.38,"{'GBPCADc': 11.3, 'EURUSDc': 3.68, 'AUDJPYc': 0.18, 'EURNZDc': -1.99, 'USDCHFc': -5.98}",5
263006287,2025-07-26T00:01:42.224882,11.92,"{'NZDUSDc': 0.86, 'GBPJPYc': 6.48, 'EURCADc': -3.94, 'AUDCHFc': 4.75, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:01:48.661058,5.19,"{'GBPCADc': 11.24, 'EURUSDc': 3.61, 'AUDJPYc': 0.18, 'EURNZDc': -2.01, 'USDCHFc': -6.02}",5
263006287,2025-07-26T00:01:48.673092,11.73,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.45, 'EURCADc': -4.0, 'AUDCHFc': 4.74, 'EURUSDc': 3.72}",5
263006287,2025-07-26T00:01:53.684749,11.75,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.45, 'EURCADc': -4.0, 'AUDCHFc': 4.74, 'EURUSDc': 3.74}",5
183459647,2025-07-26T00:01:53.696817,5.25,"{'GBPCADc': 11.29, 'EURUSDc': 3.63, 'AUDJPYc': 0.17, 'EURNZDc': -2.01, 'USDCHFc': -6.02}",5
263006287,2025-07-26T00:01:58.701380,11.86,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.44, 'EURCADc': -3.94, 'AUDCHFc': 4.76, 'EURUSDc': 3.77}",5
183459647,2025-07-26T00:01:58.716474,5.36,"{'GBPCADc': 11.34, 'EURUSDc': 3.66, 'AUDJPYc': 0.16, 'EURNZDc': -2.01, 'USDCHFc': -5.98}",5
263006287,2025-07-26T00:02:03.712646,11.84,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.44, 'EURCADc': -3.96, 'AUDCHFc': 4.78, 'EURUSDc': 3.75}",5
183459647,2025-07-26T00:02:03.728149,5.34,"{'GBPCADc': 11.34, 'EURUSDc': 3.64, 'AUDJPYc': 0.18, 'EURNZDc': -2.03, 'USDCHFc': -5.98}",5
263006287,2025-07-26T00:02:08.731472,11.89,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.46, 'EURCADc': -3.91, 'AUDCHFc': 4.78, 'EURUSDc': 3.74}",5
183459647,2025-07-26T00:02:08.747299,5.39,"{'GBPCADc': 11.4, 'EURUSDc': 3.63, 'AUDJPYc': 0.18, 'EURNZDc': -2.01, 'USDCHFc': -6.0}",5
263006287,2025-07-26T00:02:13.753174,11.79,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.38, 'EURCADc': -3.91, 'AUDCHFc': 4.78, 'EURUSDc': 3.72}",5
183459647,2025-07-26T00:02:13.767910,5.32,"{'GBPCADc': 11.38, 'EURUSDc': 3.61, 'AUDJPYc': 0.16, 'EURNZDc': -2.01, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:02:18.772052,11.91,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.49, 'EURCADc': -3.9, 'AUDCHFc': 4.78, 'EURUSDc': 3.73}",5
183459647,2025-07-26T00:02:18.787765,5.27,"{'GBPCADc': 11.31, 'EURUSDc': 3.62, 'AUDJPYc': 0.16, 'EURNZDc': -2.0, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:02:23.787274,11.89,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.48, 'EURCADc': -3.92, 'AUDCHFc': 4.78, 'EURUSDc': 3.74}",5
183459647,2025-07-26T00:02:23.802374,5.24,"{'GBPCADc': 11.29, 'EURUSDc': 3.63, 'AUDJPYc': 0.15, 'EURNZDc': -2.01, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:02:28.804314,11.83,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.46, 'EURCADc': -3.94, 'AUDCHFc': 4.76, 'EURUSDc': 3.75}",5
183459647,2025-07-26T00:02:28.820231,5.31,"{'GBPCADc': 11.29, 'EURUSDc': 3.64, 'AUDJPYc': 0.16, 'EURNZDc': -1.97, 'USDCHFc': -6.0}",5
183459647,2025-07-26T00:02:33.829699,5.37,"{'GBPCADc': 11.32, 'EURUSDc': 3.68, 'AUDJPYc': 0.16, 'EURNZDc': -1.96, 'USDCHFc': -6.02}",5
263006287,2025-07-26T00:02:33.829699,11.91,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.47, 'EURCADc': -3.91, 'AUDCHFc': 4.76, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:02:38.840362,5.36,"{'GBPCADc': 11.34, 'EURUSDc': 3.67, 'AUDJPYc': 0.15, 'EURNZDc': -1.98, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:02:38.855144,11.97,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.5, 'EURCADc': -3.89, 'AUDCHFc': 4.75, 'EURUSDc': 3.78}",5
183459647,2025-07-26T00:02:43.860474,5.33,"{'GBPCADc': 11.31, 'EURUSDc': 3.67, 'AUDJPYc': 0.16, 'EURNZDc': -1.98, 'USDCHFc': -6.02}",5
263006287,2025-07-26T00:02:43.887675,11.96,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.5, 'EURCADc': -3.89, 'AUDCHFc': 4.75, 'EURUSDc': 3.78}",5
183459647,2025-07-26T00:02:48.894143,5.39,"{'GBPCADc': 11.35, 'EURUSDc': 3.67, 'AUDJPYc': 0.15, 'EURNZDc': -1.96, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:02:48.908036,11.94,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.48, 'EURCADc': -3.89, 'AUDCHFc': 4.75, 'EURUSDc': 3.78}",5
183459647,2025-07-26T00:02:53.910487,5.13,"{'GBPCADc': 11.29, 'EURUSDc': 3.59, 'AUDJPYc': 0.12, 'EURNZDc': -2.0, 'USDCHFc': -6.06}",5
263006287,2025-07-26T00:02:53.937203,11.73,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.46, 'EURCADc': -3.96, 'AUDCHFc': 4.73, 'EURUSDc': 3.7}",5
183459647,2025-07-26T00:02:58.931115,5.14,"{'GBPCADc': 11.3, 'EURUSDc': 3.59, 'AUDJPYc': 0.12, 'EURNZDc': -2.0, 'USDCHFc': -6.06}",5
263006287,2025-07-26T00:02:58.947396,11.76,"{'NZDUSDc': 0.82, 'GBPJPYc': 6.46, 'EURCADc': -3.94, 'AUDCHFc': 4.74, 'EURUSDc': 3.7}",5
183459647,2025-07-26T00:03:03.946516,5.19,"{'GBPCADc': 11.29, 'EURUSDc': 3.61, 'AUDJPYc': 0.13, 'EURNZDc': -1.98, 'USDCHFc': -6.05}",5
263006287,2025-07-26T00:03:03.963023,11.75,"{'NZDUSDc': 0.81, 'GBPJPYc': 6.47, 'EURCADc': -3.96, 'AUDCHFc': 4.73, 'EURUSDc': 3.72}",5
183459647,2025-07-26T00:03:08.971481,5.16,"{'GBPCADc': 11.28, 'EURUSDc': 3.6, 'AUDJPYc': 0.12, 'EURNZDc': -1.98, 'USDCHFc': -6.05}",5
263006287,2025-07-26T00:03:08.996022,11.73,"{'NZDUSDc': 0.81, 'GBPJPYc': 6.46, 'EURCADc': -3.96, 'AUDCHFc': 4.73, 'EURUSDc': 3.71}",5
183459647,2025-07-26T00:03:13.997992,5.19,"{'GBPCADc': 11.28, 'EURUSDc': 3.6, 'AUDJPYc': 0.14, 'EURNZDc': -2.0, 'USDCHFc': -6.02}",5
263006287,2025-07-26T00:03:14.014531,11.81,"{'NZDUSDc': 0.81, 'GBPJPYc': 6.54, 'EURCADc': -3.97, 'AUDCHFc': 4.74, 'EURUSDc': 3.71}",5
183459647,2025-07-26T00:03:19.012752,5.24,"{'GBPCADc': 11.27, 'EURUSDc': 3.62, 'AUDJPYc': 0.15, 'EURNZDc': -1.99, 'USDCHFc': -6.0}",5
263006287,2025-07-26T00:03:19.028299,11.88,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.54, 'EURCADc': -3.95, 'AUDCHFc': 4.75, 'EURUSDc': 3.73}",5
183459647,2025-07-26T00:03:24.019933,5.13,"{'GBPCADc': 11.24, 'EURUSDc': 3.61, 'AUDJPYc': 0.15, 'EURNZDc': -2.05, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:03:24.035602,11.85,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.54, 'EURCADc': -3.98, 'AUDCHFc': 4.75, 'EURUSDc': 3.72}",5
183459647,2025-07-26T00:03:29.040984,5.1,"{'GBPCADc': 11.23, 'EURUSDc': 3.6, 'AUDJPYc': 0.14, 'EURNZDc': -2.05, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:03:29.057102,11.82,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.53, 'EURCADc': -3.99, 'AUDCHFc': 4.75, 'EURUSDc': 3.71}",5
183459647,2025-07-26T00:03:34.059916,5.18,"{'GBPCADc': 11.26, 'EURUSDc': 3.6, 'AUDJPYc': 0.16, 'EURNZDc': -2.02, 'USDCHFc': -6.01}",5
263006287,2025-07-26T00:03:34.074633,11.84,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.53, 'EURCADc': -3.97, 'AUDCHFc': 4.76, 'EURUSDc': 3.71}",5
183459647,2025-07-26T00:03:39.068702,5.36,"{'GBPCADc': 11.31, 'EURUSDc': 3.71, 'AUDJPYc': 0.14, 'EURNZDc': -2.06, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:03:39.084116,11.94,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.47, 'EURCADc': -3.96, 'AUDCHFc': 4.75, 'EURUSDc': 3.82}",5
183459647,2025-07-26T00:03:44.094795,5.3,"{'GBPCADc': 11.3, 'EURUSDc': 3.68, 'AUDJPYc': 0.12, 'EURNZDc': -2.06, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:03:44.094795,11.88,"{'NZDUSDc': 0.89, 'GBPJPYc': 6.44, 'EURCADc': -3.97, 'AUDCHFc': 4.75, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:03:49.107512,5.38,"{'GBPCADc': 11.36, 'EURUSDc': 3.68, 'AUDJPYc': 0.14, 'EURNZDc': -2.06, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:03:49.123505,11.86,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.4, 'EURCADc': -3.97, 'AUDCHFc': 4.78, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:03:54.124364,5.33,"{'GBPCADc': 11.34, 'EURUSDc': 3.68, 'AUDJPYc': 0.14, 'EURNZDc': -2.07, 'USDCHFc': -5.95}",5
263006287,2025-07-26T00:03:54.141435,11.85,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.4, 'EURCADc': -3.98, 'AUDCHFc': 4.78, 'EURUSDc': 3.79}",5
263006287,2025-07-26T00:03:59.148939,11.85,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.4, 'EURCADc': -3.98, 'AUDCHFc': 4.78, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:03:59.148939,5.34,"{'GBPCADc': 11.34, 'EURUSDc': 3.68, 'AUDJPYc': 0.14, 'EURNZDc': -2.06, 'USDCHFc': -5.95}",5
263006287,2025-07-26T00:04:04.170084,11.85,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.39, 'EURCADc': -3.99, 'AUDCHFc': 4.79, 'EURUSDc': 3.8}",5
183459647,2025-07-26T00:04:04.184314,5.39,"{'GBPCADc': 11.34, 'EURUSDc': 3.69, 'AUDJPYc': 0.16, 'EURNZDc': -2.06, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:04:09.188954,11.83,"{'NZDUSDc': 0.88, 'GBPJPYc': 6.39, 'EURCADc': -4.0, 'AUDCHFc': 4.79, 'EURUSDc': 3.79}",5
183459647,2025-07-26T00:04:09.203792,5.4,"{'GBPCADc': 11.35, 'EURUSDc': 3.68, 'AUDJPYc': 0.16, 'EURNZDc': -2.05, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:04:14.209399,11.83,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.38, 'EURCADc': -3.97, 'AUDCHFc': 4.8, 'EURUSDc': 3.8}",5
183459647,2025-07-26T00:04:14.223960,5.52,"{'GBPCADc': 11.37, 'EURUSDc': 3.69, 'AUDJPYc': 0.18, 'EURNZDc': -1.98, 'USDCHFc': -5.93}",5
183459647,2025-07-26T00:04:19.235691,5.42,"{'GBPCADc': 11.34, 'EURUSDc': 3.65, 'AUDJPYc': 0.17, 'EURNZDc': -2.01, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:04:19.235691,11.77,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.39, 'EURCADc': -4.0, 'AUDCHFc': 4.8, 'EURUSDc': 3.76}",5
183459647,2025-07-26T00:04:24.259892,5.41,"{'GBPCADc': 11.32, 'EURUSDc': 3.66, 'AUDJPYc': 0.17, 'EURNZDc': -2.01, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:04:24.259892,11.81,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.42, 'EURCADc': -4.0, 'AUDCHFc': 4.8, 'EURUSDc': 3.77}",5
183459647,2025-07-26T00:04:29.279615,5.45,"{'GBPCADc': 11.35, 'EURUSDc': 3.66, 'AUDJPYc': 0.16, 'EURNZDc': -1.98, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:04:29.295599,11.74,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.33, 'EURCADc': -4.0, 'AUDCHFc': 4.83, 'EURUSDc': 3.77}",5
183459647,2025-07-26T00:04:34.298578,5.45,"{'GBPCADc': 11.35, 'EURUSDc': 3.65, 'AUDJPYc': 0.16, 'EURNZDc': -1.97, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:04:34.325642,11.74,"{'NZDUSDc': 0.83, 'GBPJPYc': 6.34, 'EURCADc': -4.0, 'AUDCHFc': 4.83, 'EURUSDc': 3.76}",5
183459647,2025-07-26T00:04:39.322782,5.49,"{'GBPCADc': 11.36, 'EURUSDc': 3.7, 'AUDJPYc': 0.15, 'EURNZDc': -1.98, 'USDCHFc': -5.93}",5
263006287,2025-07-26T00:04:39.338187,11.83,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.34, 'EURCADc': -3.98, 'AUDCHFc': 4.83, 'EURUSDc': 3.81}",5
183459647,2025-07-26T00:04:44.341816,5.49,"{'GBPCADc': 11.37, 'EURUSDc': 3.69, 'AUDJPYc': 0.15, 'EURNZDc': -1.99, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:04:44.357768,11.8,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.34, 'EURCADc': -3.98, 'AUDCHFc': 4.81, 'EURUSDc': 3.8}",5
183459647,2025-07-26T00:04:49.360041,5.53,"{'GBPCADc': 11.37, 'EURUSDc': 3.7, 'AUDJPYc': 0.16, 'EURNZDc': -1.97, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:04:49.375403,11.82,"{'NZDUSDc': 0.85, 'GBPJPYc': 6.31, 'EURCADc': -3.97, 'AUDCHFc': 4.84, 'EURUSDc': 3.81}",5
183459647,2025-07-26T00:04:54.372634,5.55,"{'GBPCADc': 11.37, 'EURUSDc': 3.7, 'AUDJPYc': 0.17, 'EURNZDc': -1.96, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:04:54.388686,11.82,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.32, 'EURCADc': -3.97, 'AUDCHFc': 4.84, 'EURUSDc': 3.81}",5
183459647,2025-07-26T00:04:59.383757,5.53,"{'GBPCADc': 11.34, 'EURUSDc': 3.7, 'AUDJPYc': 0.17, 'EURNZDc': -1.95, 'USDCHFc': -5.92}",5
263006287,2025-07-26T00:04:59.398488,11.8,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.32, 'EURCADc': -3.99, 'AUDCHFc': 4.84, 'EURUSDc': 3.81}",5
263006287,2025-07-26T00:05:04.408206,11.8,"{'NZDUSDc': 0.84, 'GBPJPYc': 6.3, 'EURCADc': -3.97, 'AUDCHFc': 4.84, 'EURUSDc': 3.81}",5
183459647,2025-07-26T00:05:04.408206,5.49,"{'GBPCADc': 11.32, 'EURUSDc': 3.7, 'AUDJPYc': 0.16, 'EURNZDc': -1.95, 'USDCHFc': -5.93}",5
